vibration,temperature,gas,status,label,severity
752.2,19.441,3.5573,leak_event_sev3_h2_30%,1,1
918.6,19.943,4.7039,leak_event_sev3_h2_30%,1,1
1000.9,19.361,4.7047,leak_event_sev3_h2_30%,1,1
1011.5,19.546,4.7558,leak_event_sev3_h2_30%,1,1
1000.0,19.362,3.2806,leak_event_sev3_h2_30%,1,1
1030.3,20.156,3.3348,leak_event_sev3_h2_30%,1,1
938.0,20.153,4.1895,leak_event_sev3_h2_30%,1,1
813.6,19.508,3.5039,leak_event_sev3_h2_30%,1,1
749.9,19.575,3.0831,leak_event_sev3_h2_30%,1,1
1035.8,18.975,4.6357,leak_event_sev3_h2_30%,1,1
903.8,19.697,3.2597,leak_event_sev3_h2_30%,1,1
926.5,18.768,4.3163,leak_event_sev3_h2_30%,1,1
1009.6,20.264,3.6197,leak_event_sev3_h2_30%,1,1
753.8,18.525,3.4143,leak_event_sev3_h2_30%,1,1
914.8,18.858,4.6886,leak_event_sev3_h2_30%,1,1
928.4,19.0,3.9733,leak_event_sev3_h2_30%,1,1
787.8,18.663,4.7514,leak_event_sev3_h2_30%,1,1
794.2,20.045,3.4734,leak_event_sev3_h2_30%,1,1
980.3,18.861,3.6005,leak_event_sev3_h2_30%,1,1
766.9,19.602,4.1603,leak_event_sev3_h2_30%,1,1
868.7,19.904,3.9217,leak_event_sev3_h2_30%,1,1
957.1,19.032,3.4748,leak_event_sev3_h2_30%,1,1
856.6,19.51,3.3144,leak_event_sev3_h2_30%,1,1
897.4,19.613,4.1025,leak_event_sev3_h2_30%,1,1
946.5,19.987,3.4953,leak_event_sev3_h2_30%,1,1
927.7,19.57,3.6841,leak_event_sev3_h2_30%,1,1
864.0,19.547,3.2818,leak_event_sev3_h2_30%,1,1
791.5,19.053,3.8548,leak_event_sev3_h2_30%,1,1
980.0,18.514,4.2172,leak_event_sev3_h2_30%,1,1
919.1,18.825,4.2175,leak_event_sev3_h2_30%,1,1
1083.3,19.146,4.1036,leak_event_sev3_h2_30%,1,1
1040.9,18.455,4.1758,leak_event_sev3_h2_30%,1,1
1018.4,18.548,4.3751,leak_event_sev3_h2_30%,1,1
843.8,18.652,5.0851,leak_event_sev3_h2_30%,1,1
833.2,18.384,4.0509,leak_event_sev3_h2_30%,1,1
1140.8,19.095,4.4427,leak_event_sev3_h2_30%,1,1
1117.8,19.644,5.0005,leak_event_sev3_h2_30%,1,1
942.2,19.193,3.9027,leak_event_sev3_h2_30%,1,1
1109.4,19.02,4.7889,leak_event_sev3_h2_30%,1,1
948.8,18.728,4.0616,leak_event_sev3_h2_30%,1,1
1085.3,18.79,5.0753,leak_event_sev3_h2_30%,1,1
857.7,18.642,3.8198,leak_event_sev3_h2_30%,1,1
947.8,18.945,4.0513,leak_event_sev3_h2_30%,1,1
827.6,18.607,3.8046,leak_event_sev3_h2_30%,1,1
1073.5,18.632,3.3962,leak_event_sev3_h2_30%,1,1
918.9,19.045,4.787,leak_event_sev3_h2_30%,1,1
832.2,18.006,4.912,leak_event_sev3_h2_30%,1,1
995.4,19.292,4.6786,leak_event_sev3_h2_30%,1,1
871.6,17.93,5.2152,leak_event_sev3_h2_30%,1,1
917.7,18.282,4.1751,leak_event_sev3_h2_30%,1,1
913.8,19.419,4.9405,leak_event_sev3_h2_30%,1,1
1150.2,18.431,4.9582,leak_event_sev3_h2_30%,1,1
956.1,19.46,4.3611,leak_event_sev3_h2_30%,1,1
1160.5,18.008,3.4118,leak_event_sev3_h2_30%,1,1
1156.9,18.047,3.8519,leak_event_sev3_h2_30%,1,1
1110.0,18.074,3.9088,leak_event_sev3_h2_30%,1,1
1091.6,18.653,3.6284,leak_event_sev3_h2_30%,1,1
1061.1,18.867,3.7338,leak_event_sev3_h2_30%,1,1
988.7,18.621,3.7055,leak_event_sev3_h2_30%,1,1
1129.1,18.265,3.9752,leak_event_sev3_h2_30%,1,1
1070.4,18.924,5.3303,leak_event_sev3_h2_30%,1,1
1130.8,18.656,3.9653,leak_event_sev3_h2_30%,1,1
1177.5,19.28,4.9766,leak_event_sev3_h2_30%,1,1
1113.3,17.708,4.6529,leak_event_sev3_h2_30%,1,1
1192.2,19.105,4.044,leak_event_sev3_h2_30%,1,1
1040.8,18.369,4.2095,leak_event_sev3_h2_30%,1,1
1040.8,19.352,4.8042,leak_event_sev3_h2_30%,1,1
911.3,18.663,4.4934,leak_event_sev3_h2_30%,1,1
1008.7,18.018,4.738,leak_event_sev3_h2_30%,1,1
932.5,18.953,3.6136,leak_event_sev3_h2_30%,1,1
1243.1,18.302,4.0284,leak_event_sev3_h2_30%,1,1
986.3,17.937,3.7718,leak_event_sev3_h2_30%,1,1
1216.1,17.599,5.1293,leak_event_sev3_h2_30%,1,1
1167.6,18.269,4.9636,leak_event_sev3_h2_30%,1,1
995.7,17.654,4.3623,leak_event_sev3_h2_30%,1,1
1190.9,19.538,4.7083,leak_event_sev3_h2_30%,1,1
973.4,17.863,4.6482,leak_event_sev3_h2_30%,1,1
1169.0,17.556,4.5559,leak_event_sev3_h2_30%,1,1
1243.4,17.599,3.9145,leak_event_sev3_h2_30%,1,1
1026.0,18.806,5.2347,leak_event_sev3_h2_30%,1,1
1174.8,18.811,4.2455,leak_event_sev3_h2_30%,1,1
1205.1,18.532,4.1939,leak_event_sev3_h2_30%,1,1
1015.6,18.549,4.1732,leak_event_sev3_h2_30%,1,1
1290.2,18.211,4.8014,leak_event_sev3_h2_30%,1,1
1276.9,19.059,4.6247,leak_event_sev3_h2_30%,1,1
1044.5,18.64,3.6883,leak_event_sev3_h2_30%,1,1
1026.8,19.043,4.4529,leak_event_sev3_h2_30%,1,1
1116.1,17.363,4.2453,leak_event_sev3_h2_30%,1,1
1124.3,17.678,4.9225,leak_event_sev3_h2_30%,1,1
937.2,17.872,4.184,leak_event_sev3_h2_30%,1,1
1242.8,18.698,4.6742,leak_event_sev3_h2_30%,1,1
1186.0,19.205,4.9732,leak_event_sev3_h2_30%,1,1
1101.6,17.048,3.6907,leak_event_sev3_h2_30%,1,1
948.8,18.474,4.3248,leak_event_sev3_h2_30%,1,1
1214.7,18.54,4.9988,leak_event_sev3_h2_30%,1,1
1089.5,17.534,3.9689,leak_event_sev3_h2_30%,1,1
1027.5,18.075,5.4021,leak_event_sev3_h2_30%,1,1
1260.9,18.17,4.9191,leak_event_sev3_h2_30%,1,1
1389.9,17.18,4.4106,leak_event_sev3_h2_30%,1,1
1037.3,18.405,5.7254,leak_event_sev3_h2_30%,1,1
1048.8,18.473,5.2714,leak_event_sev3_h2_30%,1,1
1208.6,17.587,4.0527,leak_event_sev3_h2_30%,1,1
1003.2,17.717,5.5872,leak_event_sev3_h2_30%,1,1
994.9,18.021,5.8626,leak_event_sev3_h2_30%,1,1
974.5,17.65,5.2011,leak_event_sev3_h2_30%,1,1
1218.8,18.434,4.7699,leak_event_sev3_h2_30%,1,1
1247.0,17.827,4.3769,leak_event_sev3_h2_30%,1,1
1098.6,17.603,5.0574,leak_event_sev3_h2_30%,1,1
1027.7,17.376,5.306,leak_event_sev3_h2_30%,1,1
1039.4,18.822,4.15,leak_event_sev3_h2_30%,1,1
1232.0,18.521,4.2168,leak_event_sev3_h2_30%,1,1
1020.2,18.454,4.8577,leak_event_sev3_h2_30%,1,1
1152.4,16.83,3.7703,leak_event_sev3_h2_30%,1,1
1373.0,17.222,5.2523,leak_event_sev3_h2_30%,1,1
1214.3,18.743,5.3728,leak_event_sev3_h2_30%,1,1
1091.6,18.473,5.9654,leak_event_sev3_h2_30%,1,1
1052.7,17.552,4.1601,leak_event_sev3_h2_30%,1,1
1355.2,18.301,4.473,leak_event_sev3_h2_30%,1,1
1352.6,18.757,3.8884,leak_event_sev3_h2_30%,1,1
1102.7,17.41,4.6305,leak_event_sev3_h2_30%,1,1
1409.0,17.3,4.0235,leak_event_sev3_h2_30%,1,1
1184.9,18.503,5.9996,leak_event_sev3_h2_30%,1,1
1413.5,18.188,5.6238,leak_event_sev3_h2_30%,1,1
1075.8,17.024,5.3721,leak_event_sev3_h2_30%,1,1
1092.0,16.79,4.8039,leak_event_sev3_h2_30%,1,1
1362.9,16.677,4.2635,leak_event_sev3_h2_30%,1,1
1043.5,17.818,5.3971,leak_event_sev3_h2_30%,1,1
1075.1,16.648,5.9624,leak_event_sev3_h2_30%,1,1
1067.6,17.596,4.4673,leak_event_sev3_h2_30%,1,1
1348.1,17.4,5.6106,leak_event_sev3_h2_30%,1,1
1494.3,17.211,5.4249,leak_event_sev3_h2_30%,1,1
1377.0,17.507,4.1109,leak_event_sev3_h2_30%,1,1
1205.3,17.99,5.464,leak_event_sev3_h2_30%,1,1
1313.6,16.5,6.1656,leak_event_sev3_h2_30%,1,1
1126.7,17.198,5.8736,leak_event_sev3_h2_30%,1,1
1101.6,16.5,5.0359,leak_event_sev3_h2_30%,1,1
1085.8,16.5,4.4189,leak_event_sev3_h2_30%,1,1
1180.1,17.572,5.003,leak_event_sev3_h2_30%,1,1
1477.7,17.546,4.975,leak_event_sev3_h2_30%,1,1
1375.5,17.515,4.1812,leak_event_sev3_h2_30%,1,1
1050.8,17.424,4.1956,leak_event_sev3_h2_30%,1,1
1211.5,17.096,5.1518,leak_event_sev3_h2_30%,1,1
1541.1,17.075,4.7901,leak_event_sev3_h2_30%,1,1
1279.8,17.934,5.2824,leak_event_sev3_h2_30%,1,1
1415.6,17.533,5.6491,leak_event_sev3_h2_30%,1,1
1182.9,16.636,4.8057,leak_event_sev3_h2_30%,1,1
1220.0,16.5,5.2673,leak_event_sev3_h2_30%,1,1
1165.6,18.323,4.3397,leak_event_sev3_h2_30%,1,1
1140.1,16.715,5.4586,leak_event_sev3_h2_30%,1,1
1288.8,16.5,5.0869,leak_event_sev3_h2_30%,1,1
1145.4,16.606,5.0006,leak_event_sev3_h2_30%,1,1
1389.7,16.5,5.8617,leak_event_sev3_h2_30%,1,1
1565.4,16.997,4.3899,leak_event_sev3_h2_30%,1,1
1125.8,17.483,6.2426,leak_event_sev3_h2_30%,1,1
1341.1,17.268,6.2314,leak_event_sev3_h2_30%,1,1
1458.0,17.046,4.3701,leak_event_sev3_h2_30%,1,1
1562.5,17.027,5.2638,leak_event_sev3_h2_30%,1,1
1570.1,16.5,5.889,leak_event_sev3_h2_30%,1,1
1595.7,16.5,5.1525,leak_event_sev3_h2_30%,1,1
1458.3,17.306,5.865,leak_event_sev3_h2_30%,1,1
1557.8,16.5,5.8148,leak_event_sev3_h2_30%,1,1
1224.1,16.586,5.5638,leak_event_sev3_h2_30%,1,1
1468.2,17.392,6.4348,leak_event_sev3_h2_30%,1,1
1385.0,16.5,5.7906,leak_event_sev3_h2_30%,1,1
28.9,24.953,0.0519,normal operation,0,0
7.0,25.158,0.0059,normal operation,0,0
13.7,24.885,0.0212,normal operation,0,0
0.0,24.693,0.0579,normal operation,0,0
15.2,24.834,0.047,normal operation,0,0
0.0,25.042,0.0495,normal operation,0,0
17.2,25.038,0.0313,normal operation,0,0
0.3,24.7,0.005,normal operation,0,0
13.0,24.955,0.0397,normal operation,0,0
3.3,24.898,0.0372,normal operation,0,0
15.4,24.879,0.0347,normal operation,0,0
14.9,24.546,0.0325,normal operation,0,0
6.4,24.942,0.0323,normal operation,0,0
0.0,24.813,0.0507,normal operation,0,0
23.0,25.008,0.0054,normal operation,0,0
0.0,24.924,0.03,normal operation,0,0
3.9,24.757,0.0268,normal operation,0,0
5.1,24.76,0.0165,normal operation,0,0
0.0,24.791,0.0456,normal operation,0,0
0.0,25.125,0.0533,normal operation,0,0
0.0,24.923,0.047,normal operation,0,0
0.0,24.638,0.0498,normal operation,0,0
0.0,24.773,0.0176,normal operation,0,0
0.0,25.074,0.0419,normal operation,0,0
3.1,25.066,0.0658,normal operation,0,0
3.1,24.552,0.0498,normal operation,0,0
13.7,24.733,0.0396,normal operation,0,0
1.3,24.818,0.0321,normal operation,0,0
0.0,24.893,0.0314,normal operation,0,0
0.0,25.065,0.005,normal operation,0,0
16.9,24.835,0.0725,normal operation,0,0
17.8,24.914,0.0357,normal operation,0,0
7.3,24.438,0.0447,normal operation,0,0
0.0,24.809,0.0074,normal operation,0,0
1.5,24.966,0.0146,normal operation,0,0
5.1,24.773,0.0353,normal operation,0,0
7.3,24.983,0.0238,normal operation,0,0
0.0,25.092,0.0154,normal operation,0,0
0.0,24.951,0.0373,normal operation,0,0
5.1,24.736,0.012,normal operation,0,0
0.0,24.76,0.0399,normal operation,0,0
0.0,24.661,0.0354,normal operation,0,0
1.4,24.836,0.06,normal operation,0,0
6.0,24.995,0.0409,normal operation,0,0
17.3,24.74,0.0261,normal operation,0,0
1.4,24.682,0.0303,normal operation,0,0
0.0,24.85,0.0229,normal operation,0,0
0.0,24.51,0.026,normal operation,0,0
0.0,25.15,0.0372,normal operation,0,0
25.3,24.695,0.0491,normal operation,0,0
14.1,25.014,0.03,normal operation,0,0
0.0,24.932,0.0394,normal operation,0,0
0.0,25.029,0.0467,normal operation,0,0
0.0,25.127,0.0291,normal operation,0,0
12.4,25.021,0.0255,normal operation,0,0
11.2,24.965,0.0382,normal operation,0,0
0.0,24.821,0.0299,normal operation,0,0
7.1,24.688,0.0316,normal operation,0,0
0.0,24.461,0.0186,normal operation,0,0
10.8,25.037,0.0453,normal operation,0,0
8.9,24.774,0.0229,normal operation,0,0
12.4,25.146,0.0138,normal operation,0,0
0.9,24.814,0.0521,normal operation,0,0
0.0,24.755,0.0294,normal operation,0,0
12.2,24.917,0.042,normal operation,0,0
5.5,24.665,0.054,normal operation,0,0
0.0,24.755,0.0189,normal operation,0,0
1.6,24.914,0.0424,normal operation,0,0
2.8,24.906,0.0609,normal operation,0,0
7.3,24.983,0.0229,normal operation,0,0
5.3,25.132,0.0406,normal operation,0,0
0.0,24.957,0.0652,normal operation,0,0
0.0,24.738,0.0496,normal operation,0,0
10.0,24.888,0.0683,normal operation,0,0
10.6,24.992,0.0414,normal operation,0,0
0.0,24.9,0.0471,normal operation,0,0
10.6,24.868,0.022,normal operation,0,0
0.0,24.78,0.0242,normal operation,0,0
8.0,24.833,0.0132,normal operation,0,0
1.9,24.765,0.028,normal operation,0,0
12.6,24.748,0.0404,normal operation,0,0
0.0,24.881,0.0175,normal operation,0,0
1.0,24.864,0.039,normal operation,0,0
8.4,24.948,0.0132,normal operation,0,0
7.7,24.805,0.0228,normal operation,0,0
3.8,24.905,0.0255,normal operation,0,0
0.0,25.046,0.0438,normal operation,0,0
6.7,24.747,0.0541,normal operation,0,0
0.0,24.659,0.0478,normal operation,0,0
1.1,25.045,0.0261,normal operation,0,0
18.3,25.011,0.0678,normal operation,0,0
0.0,25.165,0.0575,normal operation,0,0
15.6,24.761,0.0397,normal operation,0,0
10.1,24.735,0.0353,normal operation,0,0
0.0,24.789,0.0313,normal operation,0,0
0.0,24.971,0.0238,normal operation,0,0
2.8,24.891,0.0347,normal operation,0,0
4.4,24.988,0.0408,normal operation,0,0
0.0,24.773,0.0392,normal operation,0,0
135.4,23.978,0.9212,leak_event_sev1_h2_15%,1,1
145.1,23.272,1.0351,leak_event_sev1_h2_15%,1,1
148.0,23.687,1.0778,leak_event_sev1_h2_15%,1,1
115.9,23.938,1.01,leak_event_sev1_h2_15%,1,1
135.7,23.56,0.8443,leak_event_sev1_h2_15%,1,1
171.2,23.123,0.875,leak_event_sev1_h2_15%,1,1
165.4,23.681,0.7907,leak_event_sev1_h2_15%,1,1
179.7,23.3,1.0285,leak_event_sev1_h2_15%,1,1
164.0,23.627,1.0613,leak_event_sev1_h2_15%,1,1
177.1,23.514,0.8722,leak_event_sev1_h2_15%,1,1
144.6,23.354,0.9488,leak_event_sev1_h2_15%,1,1
170.5,23.673,1.061,leak_event_sev1_h2_15%,1,1
183.1,23.732,1.0235,leak_event_sev1_h2_15%,1,1
162.5,23.541,1.0023,leak_event_sev1_h2_15%,1,1
145.3,23.563,0.8323,leak_event_sev1_h2_15%,1,1
138.8,23.564,0.9809,leak_event_sev1_h2_15%,1,1
143.0,23.488,0.8096,leak_event_sev1_h2_15%,1,1
140.7,23.335,1.0745,leak_event_sev1_h2_15%,1,1
163.8,23.525,0.7875,leak_event_sev1_h2_15%,1,1
176.2,23.248,1.0079,leak_event_sev1_h2_15%,1,1
188.5,23.553,0.9143,leak_event_sev1_h2_15%,1,1
130.4,23.501,0.9665,leak_event_sev1_h2_15%,1,1
142.4,23.4,0.8548,leak_event_sev1_h2_15%,1,1
145.6,23.529,0.872,leak_event_sev1_h2_15%,1,1
199.1,23.372,1.1241,leak_event_sev1_h2_15%,1,1
165.0,23.672,0.967,leak_event_sev1_h2_15%,1,1
175.2,23.451,1.2057,leak_event_sev1_h2_15%,1,1
183.2,23.431,1.1909,leak_event_sev1_h2_15%,1,1
158.1,23.494,1.1731,leak_event_sev1_h2_15%,1,1
201.8,23.537,0.9829,leak_event_sev1_h2_15%,1,1
145.7,22.765,0.9782,leak_event_sev1_h2_15%,1,1
199.0,23.548,0.9976,leak_event_sev1_h2_15%,1,1
177.7,23.335,1.1372,leak_event_sev1_h2_15%,1,1
157.0,23.27,1.0325,leak_event_sev1_h2_15%,1,1
197.6,23.023,1.0863,leak_event_sev1_h2_15%,1,1
147.6,23.348,0.9949,leak_event_sev1_h2_15%,1,1
149.3,23.445,1.1493,leak_event_sev1_h2_15%,1,1
169.4,23.123,0.9437,leak_event_sev1_h2_15%,1,1
174.5,23.255,0.7847,leak_event_sev1_h2_15%,1,1
197.1,23.333,1.0679,leak_event_sev1_h2_15%,1,1
187.1,23.256,0.8848,leak_event_sev1_h2_15%,1,1
203.5,23.69,0.9649,leak_event_sev1_h2_15%,1,1
195.4,23.299,1.0121,leak_event_sev1_h2_15%,1,1
191.2,23.422,0.8979,leak_event_sev1_h2_15%,1,1
196.4,23.206,1.2688,leak_event_sev1_h2_15%,1,1
219.8,23.278,1.1932,leak_event_sev1_h2_15%,1,1
196.9,23.419,1.1058,leak_event_sev1_h2_15%,1,1
163.0,23.347,1.0724,leak_event_sev1_h2_15%,1,1
175.7,22.972,1.1563,leak_event_sev1_h2_15%,1,1
188.6,23.106,1.1135,leak_event_sev1_h2_15%,1,1
186.8,23.25,1.21,leak_event_sev1_h2_15%,1,1
223.6,23.404,1.1987,leak_event_sev1_h2_15%,1,1
240.3,22.846,1.038,leak_event_sev1_h2_15%,1,1
166.1,23.526,0.8981,leak_event_sev1_h2_15%,1,1
213.5,23.114,0.9032,leak_event_sev1_h2_15%,1,1
209.8,23.283,1.2972,leak_event_sev1_h2_15%,1,1
208.2,23.392,1.0104,leak_event_sev1_h2_15%,1,1
201.2,23.135,0.9915,leak_event_sev1_h2_15%,1,1
184.4,23.439,0.9532,leak_event_sev1_h2_15%,1,1
225.6,23.152,0.9447,leak_event_sev1_h2_15%,1,1
199.8,22.724,1.0388,leak_event_sev1_h2_15%,1,1
182.0,23.019,1.1785,leak_event_sev1_h2_15%,1,1
203.2,23.172,1.1232,leak_event_sev1_h2_15%,1,1
175.5,22.911,0.903,leak_event_sev1_h2_15%,1,1
173.2,23.409,1.1449,leak_event_sev1_h2_15%,1,1
256.3,22.932,1.1392,leak_event_sev1_h2_15%,1,1
197.7,22.831,1.2246,leak_event_sev1_h2_15%,1,1
238.2,23.633,1.2175,leak_event_sev1_h2_15%,1,1
218.2,23.251,1.0712,leak_event_sev1_h2_15%,1,1
246.4,23.06,1.2684,leak_event_sev1_h2_15%,1,1
203.7,23.199,1.1145,leak_event_sev1_h2_15%,1,1
220.7,22.94,1.346,leak_event_sev1_h2_15%,1,1
210.7,23.246,0.9859,leak_event_sev1_h2_15%,1,1
199.7,23.285,0.8955,leak_event_sev1_h2_15%,1,1
225.6,23.018,1.12,leak_event_sev1_h2_15%,1,1
259.0,23.088,1.0409,leak_event_sev1_h2_15%,1,1
250.4,22.927,1.3119,leak_event_sev1_h2_15%,1,1
215.4,22.948,1.2197,leak_event_sev1_h2_15%,1,1
264.4,22.909,1.1452,leak_event_sev1_h2_15%,1,1
236.8,22.759,1.0742,leak_event_sev1_h2_15%,1,1
241.0,23.08,1.167,leak_event_sev1_h2_15%,1,1
198.4,23.489,0.9529,leak_event_sev1_h2_15%,1,1
205.7,23.098,1.0864,leak_event_sev1_h2_15%,1,1
204.4,23.256,1.3016,leak_event_sev1_h2_15%,1,1
217.6,23.044,1.0069,leak_event_sev1_h2_15%,1,1
192.3,22.811,0.9322,leak_event_sev1_h2_15%,1,1
240.7,23.265,0.9463,leak_event_sev1_h2_15%,1,1
219.2,23.161,1.0347,leak_event_sev1_h2_15%,1,1
236.9,22.894,0.9238,leak_event_sev1_h2_15%,1,1
215.1,22.78,0.9881,leak_event_sev1_h2_15%,1,1
275.2,22.541,1.0006,leak_event_sev1_h2_15%,1,1
268.8,22.958,1.3767,leak_event_sev1_h2_15%,1,1
221.9,22.767,1.2776,leak_event_sev1_h2_15%,1,1
263.8,23.264,1.0239,leak_event_sev1_h2_15%,1,1
224.5,23.349,1.3671,leak_event_sev1_h2_15%,1,1
205.0,23.115,0.9881,leak_event_sev1_h2_15%,1,1
228.5,23.04,1.3489,leak_event_sev1_h2_15%,1,1
254.0,23.37,0.9973,leak_event_sev1_h2_15%,1,1
287.1,22.73,1.3506,leak_event_sev1_h2_15%,1,1
233.6,22.975,0.9819,leak_event_sev1_h2_15%,1,1
264.4,22.977,1.3459,leak_event_sev1_h2_15%,1,1
267.1,22.798,1.3325,leak_event_sev1_h2_15%,1,1
227.8,23.265,1.2325,leak_event_sev1_h2_15%,1,1
230.3,22.633,1.417,leak_event_sev1_h2_15%,1,1
274.7,23.188,1.3669,leak_event_sev1_h2_15%,1,1
217.2,22.963,1.3084,leak_event_sev1_h2_15%,1,1
245.8,23.051,1.0454,leak_event_sev1_h2_15%,1,1
301.5,23.143,1.2091,leak_event_sev1_h2_15%,1,1
276.1,23.098,1.3895,leak_event_sev1_h2_15%,1,1
241.7,22.608,1.1656,leak_event_sev1_h2_15%,1,1
240.2,23.084,1.1689,leak_event_sev1_h2_15%,1,1
303.5,22.926,1.3039,leak_event_sev1_h2_15%,1,1
279.4,23.102,1.0692,leak_event_sev1_h2_15%,1,1
271.0,22.717,1.2787,leak_event_sev1_h2_15%,1,1
215.9,22.93,1.5007,leak_event_sev1_h2_15%,1,1
234.3,23.013,1.4701,leak_event_sev1_h2_15%,1,1
236.6,23.039,1.0333,leak_event_sev1_h2_15%,1,1
315.5,22.874,1.3392,leak_event_sev1_h2_15%,1,1
290.5,22.74,1.5324,leak_event_sev1_h2_15%,1,1
267.2,22.498,1.0934,leak_event_sev1_h2_15%,1,1
252.1,22.824,0.9804,leak_event_sev1_h2_15%,1,1
238.1,22.431,1.0898,leak_event_sev1_h2_15%,1,1
222.4,22.924,1.1061,leak_event_sev1_h2_15%,1,1
267.8,22.506,1.2551,leak_event_sev1_h2_15%,1,1
305.0,22.671,1.0497,leak_event_sev1_h2_15%,1,1
311.0,23.134,1.5259,leak_event_sev1_h2_15%,1,1
248.5,22.37,1.3449,leak_event_sev1_h2_15%,1,1
280.2,22.311,1.1742,leak_event_sev1_h2_15%,1,1
242.6,23.259,1.1703,leak_event_sev1_h2_15%,1,1
329.3,22.437,1.5046,leak_event_sev1_h2_15%,1,1
315.7,22.933,1.58,leak_event_sev1_h2_15%,1,1
310.4,22.515,1.5639,leak_event_sev1_h2_15%,1,1
298.8,22.655,1.036,leak_event_sev1_h2_15%,1,1
300.8,23.073,1.5927,leak_event_sev1_h2_15%,1,1
271.1,22.942,1.5884,leak_event_sev1_h2_15%,1,1
310.1,22.817,1.1528,leak_event_sev1_h2_15%,1,1
316.5,22.494,1.0971,leak_event_sev1_h2_15%,1,1
276.5,22.669,1.5539,leak_event_sev1_h2_15%,1,1
315.3,22.205,1.5556,leak_event_sev1_h2_15%,1,1
321.5,22.821,1.5618,leak_event_sev1_h2_15%,1,1
264.6,23.031,1.3929,leak_event_sev1_h2_15%,1,1
336.9,23.109,1.4509,leak_event_sev1_h2_15%,1,1
322.8,22.382,1.3796,leak_event_sev1_h2_15%,1,1
319.2,22.882,1.3133,leak_event_sev1_h2_15%,1,1
343.6,22.218,1.3213,leak_event_sev1_h2_15%,1,1
265.7,22.091,1.1437,leak_event_sev1_h2_15%,1,1
328.0,22.965,1.3181,leak_event_sev1_h2_15%,1,1
284.4,22.526,1.455,leak_event_sev1_h2_15%,1,1
326.4,22.389,1.3317,leak_event_sev1_h2_15%,1,1
276.3,22.988,1.4017,leak_event_sev1_h2_15%,1,1
288.3,22.528,1.3608,leak_event_sev1_h2_15%,1,1
315.9,22.394,1.2673,leak_event_sev1_h2_15%,1,1
326.6,22.733,1.2643,leak_event_sev1_h2_15%,1,1
273.3,22.968,1.1374,leak_event_sev1_h2_15%,1,1
259.3,22.831,1.2353,leak_event_sev1_h2_15%,1,1
294.2,22.688,1.1532,leak_event_sev1_h2_15%,1,1
348.0,22.691,1.1858,leak_event_sev1_h2_15%,1,1
350.4,22.276,1.372,leak_event_sev1_h2_15%,1,1
274.1,22.375,1.4154,leak_event_sev1_h2_15%,1,1
339.8,22.58,1.0996,leak_event_sev1_h2_15%,1,1
343.4,22.272,1.3629,leak_event_sev1_h2_15%,1,1
320.8,22.656,1.6562,leak_event_sev1_h2_15%,1,1
276.7,22.918,1.6251,leak_event_sev1_h2_15%,1,1
320.9,22.627,1.4835,leak_event_sev1_h2_15%,1,1
306.3,22.151,1.5144,leak_event_sev1_h2_15%,1,1
362.9,22.265,1.3286,leak_event_sev1_h2_15%,1,1
293.5,22.693,1.21,leak_event_sev1_h2_15%,1,1
327.3,22.537,1.4489,leak_event_sev1_h2_15%,1,1
285.3,22.691,1.2213,leak_event_sev1_h2_15%,1,1
301.9,22.891,1.5018,leak_event_sev1_h2_15%,1,1
364.6,22.719,1.3219,leak_event_sev1_h2_15%,1,1
319.6,22.165,1.1976,leak_event_sev1_h2_15%,1,1
337.2,22.278,1.6886,leak_event_sev1_h2_15%,1,1
291.7,22.867,1.1674,leak_event_sev1_h2_15%,1,1
337.6,22.288,1.1464,leak_event_sev1_h2_15%,1,1
291.7,22.319,1.2645,leak_event_sev1_h2_15%,1,1
376.3,22.351,1.3308,leak_event_sev1_h2_15%,1,1
345.3,22.715,1.1873,leak_event_sev1_h2_15%,1,1
352.5,23.027,1.6474,leak_event_sev1_h2_15%,1,1
388.1,22.567,1.4823,leak_event_sev1_h2_15%,1,1
394.8,22.395,1.5511,leak_event_sev1_h2_15%,1,1
358.8,22.408,1.511,leak_event_sev1_h2_15%,1,1
343.0,22.007,1.3122,leak_event_sev1_h2_15%,1,1
370.6,22.475,1.4241,leak_event_sev1_h2_15%,1,1
321.1,22.661,1.1204,leak_event_sev1_h2_15%,1,1
322.6,22.033,1.4426,leak_event_sev1_h2_15%,1,1
403.2,22.07,1.4514,leak_event_sev1_h2_15%,1,1
325.6,22.355,1.2855,leak_event_sev1_h2_15%,1,1
336.0,22.347,1.4992,leak_event_sev1_h2_15%,1,1
363.1,22.393,1.4112,leak_event_sev1_h2_15%,1,1
341.9,22.456,1.2949,leak_event_sev1_h2_15%,1,1
396.1,21.99,1.5953,leak_event_sev1_h2_15%,1,1
389.2,22.09,1.4152,leak_event_sev1_h2_15%,1,1
320.1,22.575,1.5715,leak_event_sev1_h2_15%,1,1
365.9,22.825,1.281,leak_event_sev1_h2_15%,1,1
366.8,22.85,1.2863,leak_event_sev1_h2_15%,1,1
376.6,22.3,1.6513,leak_event_sev1_h2_15%,1,1
363.5,22.636,1.3978,leak_event_sev1_h2_15%,1,1
429.6,22.301,1.4766,leak_event_sev1_h2_15%,1,1
402.9,22.486,1.8278,leak_event_sev1_h2_15%,1,1
305.5,21.816,1.4832,leak_event_sev1_h2_15%,1,1
408.9,22.169,1.7536,leak_event_sev1_h2_15%,1,1
