temperature,vibration,gas,status,label,severity
22.014,1.794,440.9,leak_event_sev1_H2_15%,1,1
24.784,19.7,0.0188,normal operation,0,0
24.71,17.7,0.0434,normal operation,0,0
25.002,0.0,0.0366,normal operation,0,0
24.807,0.005,24.6,normal operation,0,0
22.024,520.2,2.0431,leak_event_sev1_h2_10%,1,1
22.774,1.4918,295.3,leak_event_sev1_H2_10%,1,1
24.753,20.2,0.0168,normal operation,0,0
21.51,430.6,2.0496,leak_event_sev1_h2_10%,1,1
19.185,653.1,3.3524,leak_event_sev2_h2_25%,1,1
25.076,0.0,0.0198,normal operation,0,0
24.995,16.0,0.0148,normal operation,0,0
21.911,402.6,2.4345,leak_event_sev3_h2_30%,1,1
21.769,2.1694,433.3,leak_event_sev1_H2_15%,1,1
18.717,4.1102,799.4,leak_event_sev2_H2_25%,1,2
19.037,892.4,3.2959,leak_event_sev3_h2_30%,1,1
24.923,11.5,0.0273,normal operation,0,0
24.998,2.8,0.0634,normal operation,0,0
22.297,2.2719,474.0,leak_event_sev1_H2_10%,1,1
18.767,3.7106,925.7,leak_event_sev2_H2_22%,1,2
19.633,1059.3,3.0962,leak_event_sev2_h2_20%,1,1
24.841,10.7,0.0352,normal operation,0,0
18.279,4.7797,1258.2,leak_event_sev3_H2_30%,1,3
17.275,1186.1,5.6139,leak_event_sev3_h2_30%,1,1
24.858,0.0357,0.5,normal operation,0,0
24.834,0.0523,24.5,normal operation,0,0
24.907,17.5,0.0201,normal operation,0,0
24.8,0.0201,5.8,normal operation,0,0
22.017,406.5,2.1639,leak_event_sev2_h2_25%,1,1
24.636,0.0056,0.0,normal operation,0,0
22.655,298.8,1.036,leak_event_sev1_h2_15%,1,1
21.815,401.7,1.3713,leak_event_sev1_h2_10%,1,1
24.778,0.0326,0.0,normal operation,0,0
25.078,0.0,0.0415,normal operation,0,0
20.916,688.7,2.7017,leak_event_sev2_h2_25%,1,1
24.726,0.027,0.0,normal operation,0,0
24.789,0.045,15.3,normal operation,0,0
24.949,0.0,0.0268,normal operation,0,0
24.559,4.3,0.0303,normal operation,0,0
24.929,4.0,0.0538,normal operation,0,0
22.82,1.5654,297.1,leak_event_sev1_H2_10%,1,1
24.901,0.0351,9.9,normal operation,0,0
25.003,5.8,0.0183,normal operation,0,0
19.041,970.0,4.6283,leak_event_sev3_h2_30%,1,1
25.033,12.7,0.0468,normal operation,0,0
24.866,0.0535,29.3,normal operation,0,0
24.896,0.0,0.0378,normal operation,0,0
25.049,0.0267,0.0,normal operation,0,0
22.494,316.5,1.0971,leak_event_sev1_h2_15%,1,1
22.25,1.9082,355.7,leak_event_sev1_H2_10%,1,1
24.68,16.7,0.0388,normal operation,0,0
20.5,3.3257,590.3,leak_event_sev2_H2_25%,1,2
24.708,12.5,0.0331,normal operation,0,0
24.807,11.4,0.0338,normal operation,0,0
24.807,13.5,0.0221,normal operation,0,0
24.763,8.0,0.058,normal operation,0,0
24.934,0.0418,0.6,normal operation,0,0
22.192,1.789,407.3,leak_event_sev1_H2_15%,1,1
24.876,0.0335,0.0,normal operation,0,0
23.349,224.5,1.3671,leak_event_sev1_h2_15%,1,1
22.495,339.4,2.279,leak_event_sev2_h2_20%,1,1
19.15,4.4128,813.0,leak_event_sev2_H2_22%,1,2
18.699,3.6594,839.2,leak_event_sev2_H2_28%,1,2
24.811,3.3,0.005,normal operation,0,0
20.666,787.5,3.8637,leak_event_sev2_h2_20%,1,1
24.877,2.9,0.0455,normal operation,0,0
22.862,305.1,1.3001,leak_event_sev1_h2_10%,1,1
24.928,4.5,0.0224,normal operation,0,0
24.887,0.0261,0.0,normal operation,0,0
20.477,735.0,2.5087,leak_event_sev2_h2_22%,1,1
24.883,0.0,0.0419,normal operation,0,0
24.776,14.2,0.0312,normal operation,0,0
24.951,0.024,25.6,normal operation,0,0
20.838,3.2958,654.8,leak_event_sev2_H2_28%,1,2
18.904,5.4425,1001.6,leak_event_sev3_H2_30%,1,3
24.967,0.0064,14.7,normal operation,0,0
24.608,0.0073,10.0,normal operation,0,0
22.081,1.9642,482.3,leak_event_sev1_H2_15%,1,1
24.798,0.018,20.5,normal operation,0,0
22.491,2.0419,381.2,leak_event_sev2_H2_28%,1,2
21.848,527.6,2.0598,leak_event_sev2_h2_20%,1,1
24.811,0.031,4.5,normal operation,0,0
24.901,0.076,5.5,normal operation,0,0
21.722,2.7073,606.3,leak_event_sev2_H2_25%,1,2
21.095,2.0027,529.8,leak_event_sev1_H2_10%,1,1
24.658,0.0374,0.0,normal operation,0,0
22.635,2.1488,389.7,leak_event_sev2_H2_22%,1,2
20.292,850.1,4.2885,leak_event_sev3_h2_30%,1,1
18.07,5.5971,1325.0,leak_event_sev3_H2_30%,1,3
21.999,390.0,1.3342,leak_event_sev1_h2_15%,1,1
24.823,19.1,0.0344,normal operation,0,0
24.924,4.8,0.0106,normal operation,0,0
23.238,192.6,1.2659,leak_event_sev1_h2_10%,1,1
24.804,0.0,0.0495,normal operation,0,0
24.892,16.0,0.0368,normal operation,0,0
23.152,225.6,0.9447,leak_event_sev1_h2_15%,1,1
19.974,3.5728,1000.8,leak_event_sev3_H2_30%,1,3
24.987,0.0433,0.0,normal operation,0,0
21.88,489.5,2.3472,leak_event_sev2_h2_20%,1,1
20.29,692.5,2.9059,leak_event_sev2_h2_22%,1,1
24.516,0.0641,0.0,normal operation,0,0
21.695,510.7,1.8795,leak_event_sev1_h2_15%,1,1
21.643,3.6245,776.0,leak_event_sev3_H2_30%,1,3
21.699,398.1,2.1769,leak_event_sev1_h2_15%,1,1
22.323,2.9217,603.3,leak_event_sev3_H2_30%,1,3
24.628,0.0282,0.0,normal operation,0,0
24.736,17.4,0.0143,normal operation,0,0
24.746,0.0,0.0194,normal operation,0,0
24.848,13.1,0.0286,normal operation,0,0
22.015,2.2836,599.3,leak_event_sev2_H2_22%,1,2
24.79,0.0158,8.5,normal operation,0,0
24.805,16.9,0.0312,normal operation,0,0
24.909,8.5,0.0375,normal operation,0,0
24.805,0.0177,8.1,normal operation,0,0
24.963,0.0626,13.1,normal operation,0,0
24.905,0.0497,0.0,normal operation,0,0
24.796,0.0933,0.0,normal operation,0,0
19.957,812.0,3.492,leak_event_sev2_h2_25%,1,1
24.972,0.0191,7.9,normal operation,0,0
19.943,3.4548,753.0,leak_event_sev2_H2_22%,1,2
21.84,2.3038,558.5,leak_event_sev1_H2_10%,1,1
23.577,1.1279,208.1,leak_event_sev1_H2_15%,1,1
24.77,2.1,0.0385,normal operation,0,0
22.613,1.4925,299.1,leak_event_sev1_H2_10%,1,1
24.942,0.0867,20.2,normal operation,0,0
24.862,5.2,0.0439,normal operation,0,0
18.953,932.5,3.6136,leak_event_sev3_h2_30%,1,1
24.649,0.0,0.0366,normal operation,0,0
24.849,0.0,0.0431,normal operation,0,0
24.909,0.0,0.0293,normal operation,0,0
18.117,1380.6,4.6182,leak_event_sev3_h2_30%,1,1
23.687,148.0,1.0778,leak_event_sev1_h2_15%,1,1
21.501,453.4,1.5127,leak_event_sev1_h2_15%,1,1
19.869,4.3965,943.2,leak_event_sev3_H2_30%,1,3
24.821,0.0197,0.0,normal operation,0,0
25.08,13.1,0.0495,normal operation,0,0
22.108,2.4398,507.9,leak_event_sev2_H2_22%,1,2
24.946,5.3,0.0291,normal operation,0,0
24.871,0.0422,13.2,normal operation,0,0
24.864,0.0528,0.0,normal operation,0,0
24.976,0.0,0.0377,normal operation,0,0
19.23,3.9364,978.8,leak_event_sev3_H2_30%,1,3
22.122,352.5,1.5502,leak_event_sev1_h2_15%,1,1
24.937,4.5,0.0252,normal operation,0,0
23.494,1.3212,247.0,leak_event_sev1_H2_10%,1,1
24.96,0.0,0.045,normal operation,0,0
24.783,0.0201,0.0,normal operation,0,0
24.858,0.0,0.0169,normal operation,0,0
24.927,0.0237,0.0,normal operation,0,0
23.023,197.6,1.0863,leak_event_sev1_h2_15%,1,1
25.024,0.0,0.0462,normal operation,0,0
24.914,0.0559,11.6,normal operation,0,0
20.205,782.0,3.1002,leak_event_sev2_h2_20%,1,1
25.138,0.0273,11.2,normal operation,0,0
24.87,0.1,0.0557,normal operation,0,0
21.556,2.5978,587.1,leak_event_sev2_H2_22%,1,2
24.927,0.0,0.0633,normal operation,0,0
24.847,10.3,0.0248,normal operation,0,0
24.822,11.2,0.0363,normal operation,0,0
16.862,5.7591,1311.5,leak_event_sev3_H2_30%,1,3
22.197,1.9684,469.2,leak_event_sev2_H2_22%,1,2
24.784,0.0254,2.4,normal operation,0,0
25.105,0.0531,15.5,normal operation,0,0
20.607,3.1457,710.9,leak_event_sev2_H2_28%,1,2
24.809,0.0251,0.0,normal operation,0,0
24.877,0.0,0.005,normal operation,0,0
24.96,0.0737,0.0,normal operation,0,0
25.056,0.028,0.0,normal operation,0,0
17.872,5.2704,1434.8,leak_event_sev3_H2_30%,1,3
21.626,2.3776,630.5,leak_event_sev2_H2_28%,1,2
24.951,0.0778,5.0,normal operation,0,0
25.228,0.0501,0.0,normal operation,0,0
20.742,655.8,3.1659,leak_event_sev2_h2_20%,1,1
17.618,1183.1,3.967,leak_event_sev3_h2_30%,1,1
25.058,5.0,0.0492,normal operation,0,0
24.828,3.5,0.0086,normal operation,0,0
24.934,0.0527,9.5,normal operation,0,0
20.909,650.8,2.9363,leak_event_sev2_h2_22%,1,1
20.627,523.0,3.1699,leak_event_sev2_h2_20%,1,1
24.828,0.051,0.0,normal operation,0,0
25.168,9.6,0.0271,normal operation,0,0
20.543,2.9945,781.2,leak_event_sev2_H2_28%,1,2
19.362,747.4,3.2844,leak_event_sev2_h2_25%,1,1
20.777,509.9,2.7418,leak_event_sev2_h2_25%,1,1
21.602,3.4168,750.4,leak_event_sev3_H2_30%,1,3
24.997,0.0324,21.4,normal operation,0,0
24.626,0.0,0.0383,normal operation,0,0
21.12,2.6391,560.4,leak_event_sev2_H2_28%,1,2
24.76,0.0,0.0504,normal operation,0,0
24.845,7.9,0.0426,normal operation,0,0
20.166,2.9286,714.1,leak_event_sev2_H2_28%,1,2
24.719,10.9,0.0103,normal operation,0,0
16.595,6.4094,1406.4,leak_event_sev3_H2_30%,1,3
24.653,3.5,0.0304,normal operation,0,0
21.246,465.3,1.5932,leak_event_sev1_h2_10%,1,1
21.658,495.8,2.0297,leak_event_sev2_h2_20%,1,1
18.536,4.3101,1057.2,leak_event_sev3_H2_30%,1,3
23.198,1.4021,300.4,leak_event_sev1_H2_10%,1,1
23.084,240.2,1.1689,leak_event_sev1_h2_15%,1,1
24.821,0.7,0.0231,normal operation,0,0
24.704,0.0087,16.6,normal operation,0,0
24.866,5.1,0.0622,normal operation,0,0
24.514,0.0,0.0152,normal operation,0,0
20.769,3.2646,791.6,leak_event_sev3_H2_30%,1,3
23.37,254.0,0.9973,leak_event_sev1_h2_15%,1,1
20.98,3.4379,746.2,leak_event_sev3_H2_30%,1,3
21.879,408.3,2.1237,leak_event_sev2_h2_20%,1,1
24.932,0.0,0.0394,normal operation,0,0
24.837,0.0,0.0392,normal operation,0,0
23.31,1.3756,242.6,leak_event_sev1_H2_15%,1,1
24.7,0.0451,16.5,normal operation,0,0
22.778,269.7,1.5554,leak_event_sev1_h2_10%,1,1
24.451,0.0439,19.7,normal operation,0,0
19.869,903.5,2.8807,leak_event_sev2_h2_25%,1,1
24.771,6.1,0.0474,normal operation,0,0
21.39,2.349,429.0,leak_event_sev1_H2_10%,1,1
22.934,178.8,1.4637,leak_event_sev1_h2_10%,1,1
24.846,10.7,0.0636,normal operation,0,0
19.279,3.9131,989.6,leak_event_sev3_H2_30%,1,3
24.646,0.0265,0.0,normal operation,0,0
24.927,23.8,0.0265,normal operation,0,0
24.905,0.0625,0.0,normal operation,0,0
24.637,0.0317,13.1,normal operation,0,0
22.426,1.7794,460.8,leak_event_sev1_H2_15%,1,1
22.783,299.1,1.7213,leak_event_sev2_h2_25%,1,1
24.91,0.0293,0.0,normal operation,0,0
23.218,1.4554,297.8,leak_event_sev1_H2_15%,1,1
19.218,3.4695,754.4,leak_event_sev2_H2_28%,1,2
19.077,3.6229,738.8,leak_event_sev2_H2_22%,1,2
18.605,4.151,983.8,leak_event_sev2_H2_22%,1,2
24.927,0.0,0.0465,normal operation,0,0
24.944,0.0,0.0066,normal operation,0,0
24.69,0.0,0.0272,normal operation,0,0
21.597,563.5,3.2091,leak_event_sev3_h2_30%,1,1
21.043,3.1921,575.7,leak_event_sev2_H2_22%,1,2
22.671,305.0,1.0497,leak_event_sev1_h2_15%,1,1
25.037,10.8,0.0453,normal operation,0,0
20.376,724.1,3.0027,leak_event_sev2_h2_22%,1,1
24.761,0.0221,21.9,normal operation,0,0
22.981,1.6117,349.1,leak_event_sev1_H2_10%,1,1
24.843,0.0148,18.7,normal operation,0,0
22.073,414.0,3.0038,leak_event_sev2_h2_22%,1,1
18.26,1016.7,4.1229,leak_event_sev3_h2_30%,1,1
19.691,945.0,4.1587,leak_event_sev2_h2_25%,1,1
25.101,1.5,0.0453,normal operation,0,0
24.79,0.022,16.7,normal operation,0,0
20.795,655.0,3.0119,leak_event_sev3_h2_30%,1,1
24.726,0.0281,0.0,normal operation,0,0
24.657,8.7,0.0283,normal operation,0,0
21.804,2.2057,464.2,leak_event_sev1_H2_15%,1,1
24.983,0.9,0.0363,normal operation,0,0
21.318,474.7,2.3733,leak_event_sev3_h2_30%,1,1
24.835,16.3,0.044,normal operation,0,0
24.831,7.7,0.0367,normal operation,0,0
21.734,2.3877,433.5,leak_event_sev1_H2_10%,1,1
23.212,249.5,1.1171,leak_event_sev1_h2_10%,1,1
24.557,11.3,0.0612,normal operation,0,0
24.708,19.9,0.0383,normal operation,0,0
19.441,4.013,948.3,leak_event_sev3_H2_30%,1,3
22.795,2.2686,431.6,leak_event_sev2_H2_28%,1,2
22.318,1.8302,388.7,leak_event_sev1_H2_10%,1,1
24.837,0.0469,0.0,normal operation,0,0
23.006,193.1,1.2781,leak_event_sev1_h2_10%,1,1
21.944,356.7,1.9689,leak_event_sev1_h2_10%,1,1
24.942,0.0113,13.3,normal operation,0,0
22.086,406.4,2.3924,leak_event_sev2_h2_22%,1,1
24.979,0.054,1.3,normal operation,0,0
23.544,1.2252,224.6,leak_event_sev1_H2_15%,1,1
22.262,299.5,1.9659,leak_event_sev2_h2_25%,1,1
24.704,6.0,0.0322,normal operation,0,0
22.356,356.2,1.5507,leak_event_sev1_h2_10%,1,1
24.638,8.6,0.0328,normal operation,0,0
21.0,3.4896,670.9,leak_event_sev2_H2_25%,1,2
19.658,4.4073,1003.9,leak_event_sev3_H2_30%,1,3
24.817,0.0148,0.0,normal operation,0,0
25.042,0.0,0.0495,normal operation,0,0
22.568,1.6564,325.9,leak_event_sev1_H2_10%,1,1
21.619,3.0951,512.1,leak_event_sev2_H2_25%,1,2
24.758,0.0,0.0257,normal operation,0,0
24.641,0.0391,2.1,normal operation,0,0
24.737,2.9,0.036,normal operation,0,0
22.955,266.3,1.5204,leak_event_sev1_h2_10%,1,1
21.274,3.2819,636.4,leak_event_sev3_H2_30%,1,3
24.544,17.1,0.0526,normal operation,0,0
20.296,757.1,4.2557,leak_event_sev3_h2_30%,1,1
25.071,0.0822,0.0,normal operation,0,0
21.363,420.5,1.5377,leak_event_sev1_h2_10%,1,1
24.835,0.0078,1.5,normal operation,0,0
19.732,831.4,2.6213,leak_event_sev2_h2_25%,1,1
22.368,344.9,1.7768,leak_event_sev1_h2_10%,1,1
23.418,1.1345,263.4,leak_event_sev1_H2_10%,1,1
24.948,0.0,0.0291,normal operation,0,0
20.023,875.7,2.7911,leak_event_sev2_h2_25%,1,1
19.957,2.7855,622.8,leak_event_sev2_H2_25%,1,2
24.84,3.8,0.005,normal operation,0,0
22.123,418.3,2.1943,leak_event_sev2_h2_20%,1,1
22.071,372.3,1.7504,leak_event_sev1_h2_15%,1,1
24.638,18.3,0.0352,normal operation,0,0
21.103,588.8,3.5941,leak_event_sev3_h2_30%,1,1
24.871,0.0444,0.0,normal operation,0,0
24.837,0.0,0.0557,normal operation,0,0
19.857,669.7,3.0709,leak_event_sev3_h2_30%,1,1
18.621,988.7,3.7055,leak_event_sev3_h2_30%,1,1
20.192,819.7,3.3349,leak_event_sev2_h2_22%,1,1
24.822,16.3,0.0578,normal operation,0,0
24.844,0.0491,0.0,normal operation,0,0
24.829,0.0312,0.0,normal operation,0,0
24.785,13.7,0.0075,normal operation,0,0
21.71,2.3195,540.4,leak_event_sev1_H2_15%,1,1
20.034,1065.0,4.5582,leak_event_sev3_h2_30%,1,1
22.578,2.3173,419.0,leak_event_sev2_H2_22%,1,2
24.843,2.3,0.0657,normal operation,0,0
23.938,115.9,1.01,leak_event_sev1_h2_15%,1,1
25.01,0.0154,0.0,normal operation,0,0
21.188,521.9,1.6406,leak_event_sev1_h2_15%,1,1
25.015,0.0,0.0418,normal operation,0,0
24.596,18.1,0.0334,normal operation,0,0
24.835,0.0549,6.0,normal operation,0,0
24.969,0.0,0.0477,normal operation,0,0
22.097,1.7131,429.2,leak_event_sev1_H2_10%,1,1
21.308,2.982,731.9,leak_event_sev2_H2_28%,1,2
24.812,15.8,0.0477,normal operation,0,0
24.786,8.0,0.0216,normal operation,0,0
24.847,0.0342,6.1,normal operation,0,0
22.022,625.5,2.5038,leak_event_sev2_h2_22%,1,1
24.599,13.8,0.0555,normal operation,0,0
21.977,2.7823,602.1,leak_event_sev3_H2_30%,1,3
20.303,3.1532,845.9,leak_event_sev2_H2_25%,1,2
24.957,0.0247,0.0,normal operation,0,0
24.762,8.7,0.064,normal operation,0,0
24.78,2.3,0.0358,normal operation,0,0
21.238,757.2,2.4334,leak_event_sev2_h2_20%,1,1
22.495,1.5971,416.7,leak_event_sev1_H2_10%,1,1
18.249,1270.9,5.7809,leak_event_sev3_h2_30%,1,1
25.059,19.3,0.0174,normal operation,0,0
24.967,0.0256,8.7,normal operation,0,0
25.055,0.0421,3.9,normal operation,0,0
17.804,4.3962,1226.5,leak_event_sev3_H2_30%,1,3
24.701,5.2,0.0179,normal operation,0,0
21.784,2.3041,467.8,leak_event_sev2_H2_25%,1,2
16.874,5.4357,1505.8,leak_event_sev3_H2_30%,1,3
18.549,1015.6,4.1732,leak_event_sev3_h2_30%,1,1
22.48,1.6962,386.7,leak_event_sev1_H2_10%,1,1
19.715,961.1,4.4603,leak_event_sev3_h2_30%,1,1
20.452,591.6,3.9215,leak_event_sev3_h2_30%,1,1
22.97,1.5761,253.0,leak_event_sev1_H2_10%,1,1
24.779,0.0927,3.8,normal operation,0,0
25.003,0.0352,14.9,normal operation,0,0
24.881,0.0,0.0545,normal operation,0,0
22.129,432.3,1.4502,leak_event_sev1_h2_15%,1,1
23.661,141.3,0.886,leak_event_sev1_h2_10%,1,1
21.394,3.1352,690.9,leak_event_sev3_H2_30%,1,3
24.788,0.0,0.0562,normal operation,0,0
25.041,0.0,0.037,normal operation,0,0
25.063,0.0,0.0273,normal operation,0,0
24.792,0.0224,0.0,normal operation,0,0
21.617,2.0688,428.8,leak_event_sev1_H2_15%,1,1
24.907,5.9,0.02,normal operation,0,0
22.679,265.1,1.7876,leak_event_sev1_h2_10%,1,1
21.13,581.7,2.6717,leak_event_sev2_h2_25%,1,1
24.94,0.045,12.3,normal operation,0,0
24.889,0.0338,23.7,normal operation,0,0
24.877,0.0313,6.3,normal operation,0,0
24.808,0.0226,6.0,normal operation,0,0
24.7,20.4,0.0617,normal operation,0,0
20.17,3.7749,978.2,leak_event_sev3_H2_30%,1,3
24.774,0.0601,0.0,normal operation,0,0
24.977,0.0,0.0363,normal operation,0,0
21.5,2.8662,567.8,leak_event_sev2_H2_25%,1,2
24.978,5.6,0.0456,normal operation,0,0
24.702,0.0255,0.0,normal operation,0,0
24.919,0.0393,0.0,normal operation,0,0
24.96,3.9,0.0181,normal operation,0,0
24.889,14.9,0.0335,normal operation,0,0
22.438,304.8,1.7499,leak_event_sev2_h2_22%,1,1
20.856,2.6371,685.5,leak_event_sev2_H2_22%,1,2
24.967,0.0466,0.0,normal operation,0,0
21.88,331.7,1.8984,leak_event_sev1_h2_10%,1,1
19.074,4.2594,894.6,leak_event_sev2_H2_28%,1,2
24.944,8.9,0.0243,normal operation,0,0
24.642,0.005,19.5,normal operation,0,0
25.085,8.6,0.0312,normal operation,0,0
22.873,2.1236,434.6,leak_event_sev2_H2_25%,1,2
25.049,12.8,0.0114,normal operation,0,0
24.801,6.5,0.0378,normal operation,0,0
21.375,3.0694,621.4,leak_event_sev2_H2_28%,1,2
25.16,12.9,0.0323,normal operation,0,0
25.014,19.2,0.0563,normal operation,0,0
24.75,21.2,0.0468,normal operation,0,0
24.827,0.0552,25.6,normal operation,0,0
24.657,1.4,0.0528,normal operation,0,0
21.974,334.6,1.7106,leak_event_sev1_h2_10%,1,1
24.641,3.2,0.0368,normal operation,0,0
24.945,0.0455,5.4,normal operation,0,0
24.724,0.0103,16.9,normal operation,0,0
24.964,4.1,0.0242,normal operation,0,0
18.042,5.2413,1268.3,leak_event_sev3_H2_30%,1,3
24.821,17.8,0.0454,normal operation,0,0
24.864,6.3,0.0281,normal operation,0,0
24.823,0.0665,23.7,normal operation,0,0
20.941,3.2285,565.0,leak_event_sev2_H2_22%,1,2
19.279,3.5704,766.5,leak_event_sev2_H2_22%,1,2
24.758,0.0241,0.0,normal operation,0,0
18.861,980.3,3.6005,leak_event_sev3_h2_30%,1,1
21.942,342.7,1.7482,leak_event_sev2_h2_22%,1,1
22.546,2.2948,390.4,leak_event_sev2_H2_25%,1,2
24.656,0.0377,16.0,normal operation,0,0
19.921,4.5714,1118.4,leak_event_sev3_H2_30%,1,3
24.853,4.1,0.0522,normal operation,0,0
25.073,7.2,0.0272,normal operation,0,0
24.495,0.0228,14.2,normal operation,0,0
22.416,1.5146,416.3,leak_event_sev1_H2_10%,1,1
21.797,2.9529,723.6,leak_event_sev3_H2_30%,1,3
24.643,0.0,0.0317,normal operation,0,0
24.646,0.0,0.0115,normal operation,0,0
24.886,0.0,0.0511,normal operation,0,0
24.857,0.038,27.0,normal operation,0,0
25.0,0.0132,0.0,normal operation,0,0
18.632,1073.5,3.3962,leak_event_sev3_h2_30%,1,1
24.903,0.0727,15.2,normal operation,0,0
22.273,1.5715,346.1,leak_event_sev1_H2_10%,1,1
23.177,1.3336,284.4,leak_event_sev1_H2_10%,1,1
23.423,1.2593,229.8,leak_event_sev1_H2_10%,1,1
24.592,3.5,0.0377,normal operation,0,0
24.76,4.9,0.0342,normal operation,0,0
24.967,0.0352,8.5,normal operation,0,0
23.004,221.0,1.0816,leak_event_sev1_h2_10%,1,1
25.075,16.4,0.0204,normal operation,0,0
23.688,215.6,1.2653,leak_event_sev1_h2_10%,1,1
24.7,0.0583,1.4,normal operation,0,0
24.767,0.0,0.0217,normal operation,0,0
17.392,1468.2,6.4348,leak_event_sev3_h2_30%,1,1
24.936,0.0512,0.0,normal operation,0,0
24.839,0.0237,0.0,normal operation,0,0
24.596,4.2,0.0354,normal operation,0,0
20.984,473.6,2.4273,leak_event_sev2_h2_22%,1,1
25.001,6.2,0.0443,normal operation,0,0
24.885,4.8,0.0285,normal operation,0,0
19.254,903.1,3.5913,leak_event_sev2_h2_22%,1,1
25.188,4.8,0.0436,normal operation,0,0
22.27,394.0,1.551,leak_event_sev1_h2_10%,1,1
24.866,0.0171,0.0,normal operation,0,0
23.331,200.0,1.3138,leak_event_sev1_h2_10%,1,1
24.955,12.9,0.0187,normal operation,0,0
24.658,0.0479,0.0,normal operation,0,0
24.779,14.1,0.034,normal operation,0,0
23.114,213.5,0.9032,leak_event_sev1_h2_15%,1,1
22.812,264.3,2.1732,leak_event_sev2_h2_25%,1,1
24.968,0.9,0.0526,normal operation,0,0
24.724,10.9,0.0156,normal operation,0,0
19.638,993.6,4.1614,leak_event_sev3_h2_30%,1,1
24.626,0.0,0.0368,normal operation,0,0
25.028,3.2,0.0363,normal operation,0,0
24.983,0.0621,5.3,normal operation,0,0
21.727,364.0,2.1005,leak_event_sev1_h2_10%,1,1
24.842,0.0186,0.0,normal operation,0,0
24.882,2.4,0.0517,normal operation,0,0
21.63,2.7821,656.5,leak_event_sev2_H2_25%,1,2
21.922,1.9061,442.6,leak_event_sev1_H2_15%,1,1
24.835,7.2,0.0586,normal operation,0,0
22.103,376.6,1.7452,leak_event_sev1_h2_10%,1,1
19.799,880.5,4.3647,leak_event_sev3_h2_30%,1,1
20.549,646.6,4.2772,leak_event_sev3_h2_30%,1,1
24.89,0.052,0.0,normal operation,0,0
22.798,267.1,1.3325,leak_event_sev1_h2_15%,1,1
24.824,22.2,0.0739,normal operation,0,0
24.891,1.5,0.0445,normal operation,0,0
24.592,0.005,29.8,normal operation,0,0
24.688,7.1,0.0316,normal operation,0,0
16.0,6.1443,1463.0,leak_event_sev3_H2_30%,1,3
24.713,8.9,0.0244,normal operation,0,0
24.909,0.0219,19.2,normal operation,0,0
19.796,867.8,3.068,leak_event_sev2_h2_25%,1,1
19.362,1000.0,3.2806,leak_event_sev3_h2_30%,1,1
24.779,0.0494,0.0,normal operation,0,0
24.883,3.3,0.0374,normal operation,0,0
19.202,3.8626,759.6,leak_event_sev2_H2_25%,1,2
24.831,0.0655,0.0,normal operation,0,0
22.007,343.0,1.3122,leak_event_sev1_h2_15%,1,1
25.012,0.0193,27.7,normal operation,0,0
24.865,0.0244,26.2,normal operation,0,0
24.754,0.005,0.0,normal operation,0,0
24.922,0.0557,9.4,normal operation,0,0
24.872,0.0,0.0286,normal operation,0,0
21.476,612.4,2.2397,leak_event_sev2_h2_20%,1,1
24.741,0.0362,30.9,normal operation,0,0
20.942,2.6436,718.0,leak_event_sev2_H2_28%,1,2
23.471,1.1838,250.9,leak_event_sev1_H2_10%,1,1
24.894,3.1,0.0605,normal operation,0,0
21.556,509.7,2.7506,leak_event_sev3_h2_30%,1,1
24.961,0.0619,7.9,normal operation,0,0
24.688,0.8,0.0479,normal operation,0,0
24.738,0.0646,15.0,normal operation,0,0
21.052,3.6521,735.0,leak_event_sev3_H2_30%,1,3
25.01,11.8,0.0149,normal operation,0,0
23.181,237.3,1.459,leak_event_sev1_h2_10%,1,1
20.16,3.6772,706.4,leak_event_sev3_H2_30%,1,3
22.915,2.129,439.4,leak_event_sev2_H2_28%,1,2
25.152,0.0,0.0527,normal operation,0,0
24.811,0.0,0.0389,normal operation,0,0
21.785,2.295,511.1,leak_event_sev1_H2_10%,1,1
24.7,0.041,0.0,normal operation,0,0
20.13,3.2068,754.2,leak_event_sev2_H2_28%,1,2
24.94,15.2,0.0324,normal operation,0,0
19.694,802.8,2.9802,leak_event_sev2_h2_25%,1,1
19.039,4.7644,1072.5,leak_event_sev3_H2_30%,1,3
19.38,934.9,4.4262,leak_event_sev3_h2_30%,1,1
24.709,0.005,0.0,normal operation,0,0
24.945,5.2,0.0417,normal operation,0,0
21.234,2.1806,449.1,leak_event_sev1_H2_10%,1,1
22.807,2.2299,454.7,leak_event_sev2_H2_25%,1,2
24.853,0.041,0.0,normal operation,0,0
24.838,6.3,0.0349,normal operation,0,0
23.004,274.5,1.6942,leak_event_sev2_h2_20%,1,1
24.942,6.4,0.0323,normal operation,0,0
19.683,967.0,3.426,leak_event_sev2_h2_20%,1,1
24.979,0.0088,1.7,normal operation,0,0
21.074,546.3,2.6782,leak_event_sev2_h2_22%,1,1
25.044,0.0427,16.7,normal operation,0,0
21.325,657.7,2.5006,leak_event_sev2_h2_25%,1,1
24.885,0.0559,0.0,normal operation,0,0
16.882,6.2549,1285.6,leak_event_sev3_H2_30%,1,3
24.583,12.7,0.0494,normal operation,0,0
24.94,9.5,0.0107,normal operation,0,0
19.055,941.8,3.2494,leak_event_sev2_h2_25%,1,1
17.275,5.1893,1197.4,leak_event_sev3_H2_30%,1,3
